,Name,Platform,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Game_Age
14494,Guilty Gear XX Accent Core Plus,Wii,Fighting,PQube,0.03,76.0,10.0,7.3,9.0,Arc System Works,T,7.0
14496,Galleon: Islands of Mystery,XB,Action,SCi,0.03,67.0,40.0,7,10.0,Confounding Factor,T,12.0
14501,Sunny Garcia Surfing,PS2,Sports,Ubisoft,0.03,61.0,11.0,7.9,7.0,Krome Studios,E,15.0
14504,Lock On: Modern Air Combat,PC,Simulation,Ubisoft,0.03,76.0,20.0,7.5,549.0,Eagle Dynamics,E,13.0
14511,Worms: WMD,PS4,Action,Sold Out,0.03,78.0,23.0,7.6,19.0,Team 17,E10+,0.0
14518,Rabbids Land,WiiU,Misc,Ubisoft,0.03,52.0,26.0,5.2,29.0,Ubisoft Paris,E10+,4.0
14523,Guild Wars,PC,Role-Playing,NCSoft,0.03,89.0,53.0,8.4,455.0,ArenaNet,T,11.0
14529,Take On Helicopters,PC,Simulation,Unknown,0.03,70.0,10.0,6.7,28.0,Bohemia Interactive,T,5.0
14533,S.L.A.I.: Steel Lancer Arena International,PS2,Simulation,Konami Digital Entertainment,0.03,66.0,16.0,7.8,10.0,Genki,T,11.0
14535,Nacho Libre,DS,Action,Majesco Entertainment,0.03,56.0,6.0,5.8,6.0,BudCat,E10+,10.0
14537,Homeworld 2,PC,Strategy,Vivendi Games,0.03,83.0,31.0,8.3,128.0,Relic,T,13.0
14539,Rayman 3: Hoodlum Havoc,PC,Platform,Ubisoft,0.03,74.0,8.0,8.3,70.0,Ubisoft,E,13.0
14543,Graffiti Kingdom,PS2,Role-Playing,505 Games,0.03,71.0,27.0,7.1,12.0,Taito Corporation,E,12.0
14551,Klonoa 2: Dream Champ Tournament,GBA,Platform,Namco Bandai Games,0.03,78.0,20.0,9.3,6.0,Namco,E,14.0
14553,N+,PSP,Platform,Atari,0.03,79.0,21.0,7.8,18.0,"Metanet Software Inc., SilverBirch Studios",E,9.0
14567,Knights of Honor,PC,Strategy,Sunflowers,0.03,77.0,26.0,9.1,89.0,Black Sea Studios,E10+,12.0
14583,Empire Earth II,PC,Strategy,Vivendi Games,0.03,79.0,39.0,7.1,89.0,Mad Doc Software,T,11.0
14593,Hot Pixel,PSP,Puzzle,Atari,0.03,55.0,35.0,6.5,6.0,zSlide,T,9.0
14596,Valentino Rossi: The Game,XOne,Racing,Namco Bandai Games,0.03,74.0,5.0,8.1,7.0,Milestone S.r.l,E,0.0
14598,Codename: Panzers Cold War,PC,Strategy,Atari,0.03,67.0,28.0,5.8,8.0,Stormregion,T,7.0
14604,Star Wars: The Force Unleashed II,PC,Action,LucasArts,0.03,59.0,14.0,5.8,162.0,LucasArts,T,6.0
14610,Atomic Betty,GBA,Puzzle,Atari,0.03,62.0,10.0,7.5,6.0,"Big Blue Bubble Inc., Breakthrough New Media",E,11.0
14612,Doom,PC,Shooter,id Software,0.03,85.0,44.0,8.2,1796.0,id Software,M,24.0
14615,Street Jam Basketball,GBA,Sports,Zoo Digital Publishing,0.03,35.0,7.0,8,7.0,Prograph,E,12.0
14623,SimCity,PC,Simulation,Maxis,0.03,64.0,75.0,2.2,4572.0,Maxis,E10+,28.0
14625,Harry Potter and the Half-Blood Prince,PC,Action,Electronic Arts,0.03,64.0,14.0,6.1,35.0,EA Bright Light,E10+,7.0
14631,Doom 3 BFG Edition,PC,Shooter,Bethesda Softworks,0.03,59.0,12.0,5.3,210.0,id Software,M,4.0
14634,Popeye: Rush for Spinach,GBA,Platform,Atari,0.03,48.0,9.0,4.2,5.0,Magic Pockets,E,11.0
14635,Culdcept,PS2,Strategy,Sega,0.03,78.0,26.0,8.9,9.0,NEC Interchannel,T,14.0
14647,GTR Evolution,PC,Racing,Atari,0.03,83.0,19.0,8.2,63.0,SimBin,E,8.0
14650,Lords of the Fallen,PC,Role-Playing,Square Enix,0.03,73.0,36.0,6.9,583.0,"City Interactive, Deck 13",M,2.0
14651,NBA 08,PSP,Sports,Sony Computer Entertainment,0.03,75.0,18.0,7.5,8.0,SCEA,E,9.0
14652,Sins of a Solar Empire,PC,Strategy,Pinnacle,0.03,87.0,52.0,8.2,275.0,Ironclad Games,T,8.0
14657,NBA 2K13,PC,Sports,Take-Two Interactive,0.03,90.0,5.0,6.8,130.0,Visual Concepts,E,4.0
14658,Resident Evil 4,PC,Action,Ubisoft,0.03,76.0,15.0,7.4,242.0,Capcom,M,9.0
14660,007: Quantum of Solace,PC,Action,Activision,0.03,70.0,18.0,6.3,55.0,Treyarch,T,8.0
14668,Metal Dungeon,XB,Role-Playing,Xicat Interactive,0.03,44.0,14.0,7.2,5.0,Panther Software,T,14.0
14669,Drome Racers,GC,Racing,Electronic Arts,0.03,54.0,5.0,6.6,5.0,Attention To Detail,E,13.0
14675,Gekido Advance: Kintaro's Revenge,GBA,Action,Zoo Digital Publishing,0.03,70.0,7.0,7,4.0,Naps Team,T,14.0
14686,Commander: Conquest of the Americas,PC,Strategy,Paradox Interactive,0.03,68.0,16.0,5.2,19.0,Nitro Games,T,6.0
14688,LEGO Pirates of the Caribbean: The Video Game,PC,Action,Disney Interactive Studios,0.03,73.0,11.0,6.6,17.0,Traveller's Tales,E10+,5.0
14689,Race Driver 2006,PSP,Racing,Codemasters,0.03,81.0,16.0,8.5,6.0,Sumo Digital,T,10.0
14692,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,Action,THQ,0.03,44.0,16.0,8.6,5.0,Natsume,T,13.0
14697,Mighty No. 9,WiiU,Platform,Deep Silver,0.03,48.0,9.0,4.6,78.0,Inti Creates,E10+,0.0
14709,Superdimension Neptune vs Sega Hard Girls,PSV,Role-Playing,Idea Factory International,0.03,73.0,16.0,8.4,12.0,Compile Heart,T,0.0
14710,The Talos Principle,PS4,Puzzle,Devolver Digital,0.03,88.0,31.0,8.4,124.0,Croteam,E10+,1.0
14713,Spectral Souls: Resurrection of the Ethereal Empires,PSP,Role-Playing,Idea Factory,0.03,47.0,27.0,8.2,12.0,"Neverland, Idea Factory",T,11.0
14714,Syberia II,XB,Adventure,Ubisoft,0.03,71.0,7.0,8.7,6.0,Microids,T,12.0
14716,Braid,PC,Platform,Number None,0.03,90.0,11.0,8.6,819.0,"Number None Inc., Knockout Games",E10+,7.0
14720,Syberia,PC,Action,Microids,0.03,82.0,26.0,8.5,235.0,Microids,T,14.0
14725,Turn It Around,DS,Action,505 Games,0.03,39.0,11.0,4.5,4.0,"Taito Corporation, 505 Games",E,10.0
14727,Jack Keane,PC,Adventure,Kalypso Media,0.03,69.0,25.0,7,21.0,Legacy Interactive,T,8.0
14729,Monsters vs. Aliens,PC,Action,Activision,0.03,63.0,8.0,6.2,5.0,Beenox,E10+,7.0
14739,Ride,PC,Racing,Milestone S.r.l.,0.03,68.0,8.0,4.8,30.0,Milestone S.r.l,E,1.0
14759,LEGO Harry Potter: Years 1-4,PC,Action,Warner Bros. Interactive Entertainment,0.03,79.0,15.0,7.9,55.0,Traveller's Tales,E10+,6.0
14774,MechAssault: Phantom War,DS,Simulation,Majesco Entertainment,0.03,66.0,16.0,4.5,4.0,Backbone Entertainment,T,10.0
14777,The Last Guy,PS3,Action,Sony Computer Entertainment,0.03,77.0,33.0,6.9,30.0,SCE Japan Studio,E10+,7.0
14787,Max Payne,GBA,Shooter,Take-Two Interactive,0.03,78.0,33.0,7.8,13.0,Mobius Entertainment,M,13.0
14798,Star Trek: Tactical Assault,PSP,Strategy,Ubisoft,0.03,64.0,15.0,7.9,10.0,Quicksilver Software,E,10.0
14799,Cossacks: European Wars,PC,Strategy,Strategy First,0.03,74.0,16.0,8.6,60.0,GSC Game World,T,15.0
14801,MX vs. ATV Supercross,PS3,Racing,Nordic Games,0.03,58.0,4.0,3.5,4.0,Nordic Games Publishing,E,2.0
14805,NBA 2K7,XB,Sports,Take-Two Interactive,0.03,83.0,8.0,8.6,5.0,"Kush Games, Visual Concepts",E,10.0
14813,XBLAZE Code: Embryo,PSV,Adventure,Arc System Works,0.03,43.0,5.0,7.4,24.0,Arc System Works,M,3.0
14824,Warhammer: Mark of Chaos,PC,Strategy,Deep Silver,0.03,73.0,32.0,7.4,57.0,Black Hole Games,M,10.0
14828,Warship Gunner 2,PS2,Simulation,Tecmo Koei,0.03,62.0,13.0,8.5,11.0,Micro Cabin,T,10.0
14830,Gotcha Force,GC,Shooter,Capcom,0.03,56.0,24.0,8.2,17.0,Capcom,E,13.0
14831,Driver: Parallel Lines,Wii,Racing,Ubisoft,0.03,59.0,9.0,6,20.0,Reflections Interactive,M,9.0
14832,Battlefield Vietnam,PC,Shooter,Electronic Arts,0.03,84.0,48.0,7.5,133.0,Digital Illusions,T,12.0
14838,Dead Rising 2,PS4,Action,Capcom,0.03,82.0,4.0,6.6,8.0,Blue Castle Games,M,0.0
14840,Age of Conan: Rise of the Godslayer,PC,Role-Playing,Funcom,0.03,83.0,14.0,8.4,52.0,Funcom,M,6.0
14848,Buffy the Vampire Slayer: Chaos Bleeds,GC,Action,Vivendi Games,0.03,75.0,18.0,9,9.0,Eurocom Entertainment Software,T,13.0
14852,Jet Grind Radio,GBA,Action,Sega,0.03,74.0,22.0,9.3,6.0,Vicarious Visions,E,13.0
14857,Max Payne 2: The Fall of Max Payne,PC,Shooter,Take-Two Interactive,0.03,86.0,46.0,9,802.0,Remedy Entertainment,M,13.0
14858,Magicka,PC,Role-Playing,Paradox Interactive,0.03,74.0,44.0,7.6,602.0,Arrowhead Game Studios,T,5.0
14860,Baldur's Gate: Dark Alliance,GBA,Role-Playing,"Destination Software, Inc",0.03,76.0,17.0,6.5,11.0,Magic Pockets,T,12.0
14867,NHL 07,XB,Sports,Electronic Arts,0.03,75.0,14.0,7.7,6.0,EA Sports,E10+,10.0
14872,The Technomancer,XOne,Role-Playing,Focus Home Interactive,0.03,68.0,12.0,7.4,55.0,Spiders,M,0.0
14877,Guild Wars: Nightfall,PC,Role-Playing,NCSoft,0.03,84.0,30.0,8.7,104.0,ArenaNet,T,10.0
14883,Medal of Honor: Vanguard,PS2,Shooter,Electronic Arts,0.03,63.0,29.0,6.1,34.0,Electronic Arts,T,9.0
14889,Super Monkey Ball Adventure,PS2,Platform,Sega,0.03,53.0,32.0,6.7,10.0,TT Games,E,10.0
14891,Madden NFL 07,GBA,Sports,Electronic Arts,0.03,68.0,4.0,9.3,4.0,Exient Entertainment,E,10.0
14895,MySims,PC,Simulation,Electronic Arts,0.03,70.0,12.0,6.4,8.0,EA Redwood Shores,E,8.0
14896,The Sims 2: Bon Voyage,PC,Simulation,Electronic Arts,0.03,74.0,9.0,7.3,24.0,Maxis,T,9.0
14897,AniMates!,DS,Simulation,Lexicon Entertainment,0.03,33.0,4.0,2.5,4.0,Dreamcatcher,E,9.0
14900,Star Wars The Clone Wars: Republic Heroes,PC,Action,LucasArts,0.03,46.0,9.0,4.7,46.0,"LucasArts, Krome Studios",T,7.0
14901,The Peanuts Movie: Snoopy's Grand Adventure,PS4,Action,Activision,0.03,59.0,4.0,6.6,19.0,"Activision, Behaviour Interactive",E,1.0
14904,Aegis of Earth: Protonovus Assault,PS4,Action,PQube,0.03,57.0,11.0,7.8,9.0,Acquire,T,0.0
14906,Bully: Scholarship Edition,PC,Action,Take-Two Interactive,0.03,72.0,11.0,7.5,257.0,"Mad Doc Software, Rockstar Vancouver",T,8.0
14910,Justice League Heroes: The Flash,GBA,Action,Eidos Interactive,0.03,72.0,8.0,7.4,7.0,WayForward,E10+,10.0
14916,Metal Saga,PS2,Role-Playing,Success,0.03,62.0,26.0,7.3,9.0,Crea-Tech,T,11.0
14917,Divinity II: Flames of Vengeance,PC,Role-Playing,DTP Entertainment,0.03,72.0,4.0,8.3,15.0,Larian Studios,M,6.0
14919,Battlefield 2142,PC,Shooter,Electronic Arts,0.03,80.0,48.0,6.8,326.0,EA DICE,T,10.0
14923,Air Conflicts: Secret Wars,PC,Simulation,bitComposer Games,0.03,65.0,5.0,6.4,24.0,Games Farm,T,5.0
14930,Lost Planet 2,PC,Shooter,Capcom,0.03,63.0,15.0,6.3,87.0,Capcom,T,6.0
14932,X3: Terran Conflict,PC,Simulation,Deep Silver,0.03,73.0,16.0,7.9,222.0,Egosoft,T,8.0
14942,Agatha Christie's The ABC Murders,PS4,Adventure,Microids,0.03,67.0,17.0,6.2,12.0,Microids,T,0.0
14953,Judge Dredd: Dredd Vs Death,PS2,Shooter,BAM! Entertainment,0.03,52.0,13.0,5.3,9.0,Rebellion,M,13.0
14956,SWAT 4,PC,Shooter,Vivendi Games,0.03,85.0,49.0,8.6,224.0,Irrational Games,M,11.0
14960,Battlefield 1942,PC,Shooter,Electronic Arts,0.03,89.0,27.0,8.6,327.0,Digital Illusions,T,14.0
14973,Napoleon Dynamite: The Game,DS,Puzzle,Crave Entertainment,0.03,45.0,9.0,7.3,4.0,7 Studios,E10+,9.0
14982,Legend of Kay Anniversary,PS4,Action,Nordic Games,0.03,62.0,22.0,6.4,11.0,"Neon Studios, Kaiko",E10+,1.0
14986,Dungeon Siege II,PC,Role-Playing,Microsoft Game Studios,0.03,80.0,51.0,7.9,159.0,Gas Powered Games,M,11.0
14989,Battlestations: Pacific,PC,Strategy,Eidos Interactive,0.03,74.0,31.0,8.4,46.0,Eidos Interactive,T,7.0
15000,ZooCube,GC,Puzzle,Acclaim Entertainment,0.02,67.0,15.0,6.1,7.0,PuzzleKings,E,14.0
15001,GRID Autosport,PC,Racing,Codemasters,0.02,78.0,35.0,6.2,257.0,Codemasters,E,2.0
15019,The Lord of the Rings: Conquest,PC,Action,Electronic Arts,0.02,57.0,24.0,6.7,42.0,Pandemic Studios,T,7.0
15022,Stake: Fortune Fighters,XB,Fighting,Metro 3D,0.02,26.0,8.0,3.7,6.0,Gameness Art Software,T,13.0
15025,Serious Sam Advance,GBA,Shooter,Global Star,0.02,51.0,9.0,7.2,10.0,Climax Group,M,12.0
15039,Cold War,XB,Shooter,DreamCatcher Interactive,0.02,60.0,25.0,8,4.0,Mindware Studios,T,11.0
15041,Steel Battalion: Line of Contact,XB,Simulation,Capcom,0.02,70.0,19.0,8,8.0,Capcom,T,12.0
15044,NBA Starting Five,XB,Sports,Konami Digital Entertainment,0.02,48.0,4.0,5.5,4.0,Konami,E,14.0
15046,Spy Hunter: Nowhere To Run,PS2,Racing,Midway Games,0.02,51.0,21.0,6,6.0,Terminal Reality,T,10.0
15048,Final Fantasy XIV: Heavensward,PC,Action,Square Enix,0.02,86.0,14.0,7.7,255.0,Square Enix,T,1.0
15049,Omega Quintet,PS4,Role-Playing,Compile Heart,0.02,58.0,22.0,7.1,81.0,Compile Heart,T,2.0
15056,"Ed, Edd n Eddy: The Mis-Edventures",XB,Platform,Midway Games,0.02,56.0,6.0,7.7,6.0,Artificial Mind and Movement,E,11.0
15060,Viva Pinata,PC,Simulation,Microsoft Game Studios,0.02,78.0,20.0,7.8,20.0,"Climax Group, Climax Studios",E,9.0
15063,Neverwinter Nights 2,PC,Role-Playing,Atari,0.02,82.0,46.0,6.5,565.0,Obsidian Entertainment,T,10.0
15067,Star Wars: Empire at War - Forces of Corruption,PC,Strategy,LucasArts,0.02,75.0,25.0,8.6,79.0,Petroglyph,T,10.0
15068,Jurassic Park: Operation Genesis,PC,Simulation,Vivendi Games,0.02,72.0,15.0,8.7,55.0,Blue Tongue Entertainment,T,13.0
15069,Warhammer Online: Age of Reckoning,PC,Role-Playing,GOA,0.02,86.0,54.0,7.9,374.0,EA Mythic,T,8.0
15071,Total Overdose: A Gunslinger's Tale in Mexico,XB,Shooter,Eidos Interactive,0.02,71.0,28.0,9.2,27.0,Deadline Games,M,11.0
15073,AMF Xtreme Bowling,PS2,Sports,Mastertronic,0.02,30.0,4.0,4.2,5.0,"Atomic Planet Entertainment, Mud Duck Productions",E,10.0
15075,Worms,PS3,Strategy,Sony Computer Entertainment,0.02,76.0,9.0,6.9,18.0,Team 17,E10+,7.0
15076,Capcom Digital Collection,X360,Action,Capcom,0.02,65.0,11.0,5.3,4.0,Capcom,T,4.0
15080,The Settlers: Rise of an Empire,PC,Strategy,Ubisoft,0.02,66.0,19.0,7.7,44.0,Blue Byte,E10+,9.0
15084,Tank Beat,DS,Strategy,Midas Interactive Entertainment,0.02,40.0,12.0,5.4,8.0,MileStone Inc.,E10+,10.0
15094,ParaWorld,PC,Strategy,Deep Silver,0.02,71.0,29.0,8.3,23.0,SEK Ost,T,10.0
15112,Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,Action,Konami Digital Entertainment,0.02,51.0,24.0,7.6,14.0,Neverland,T,10.0
15117,Here They Lie,PS4,Adventure,Sony Computer Entertainment,0.02,62.0,31.0,6.5,36.0,The Tangentlemen,M,0.0
15118,George of the Jungle and the Search for the Secret,Wii,Platform,Ignition Entertainment,0.02,35.0,10.0,4,6.0,Crave,E,8.0
15133,Inkheart,DS,Adventure,DreamCatcher Interactive,0.02,39.0,8.0,2.2,5.0,Dreamcatcher,E,7.0
15142,Demigod,PC,Strategy,Atari,0.02,76.0,50.0,7.9,183.0,Gas Powered Games,T,7.0
15151,Mage Knight: Destiny's Soldier,DS,Strategy,Namco Bandai Games,0.02,59.0,8.0,7.1,11.0,Big Blue Bubble Inc.,E10+,10.0
15156,Stronghold Crusader Extreme,PC,Strategy,Gamecock,0.02,45.0,11.0,6.8,45.0,FireFly Studios,T,8.0
15158,DemiKids: Light Version,GBA,Role-Playing,Atlus,0.02,62.0,8.0,8.3,15.0,Multimedia Intelligence Transfer,E,14.0
15160,Cities XL 2011,PC,Simulation,Focus Home Interactive,0.02,70.0,17.0,5.7,39.0,Monte Cristo Multimedia,E,6.0
15165,Line Rider 2: Unbound,Wii,Puzzle,Deep Silver,0.02,62.0,12.0,6.4,5.0,InXile Entertainment,E,8.0
15169,SimCity Societies,PC,Simulation,Electronic Arts,0.02,63.0,27.0,4.3,95.0,Tilted Mill,E10+,9.0
15172,Star Trek Online,PC,Role-Playing,Atari,0.02,66.0,34.0,6.2,694.0,Cryptic Studios,T,6.0
15177,Anima - Gate of Memories,PS4,Action,Avanquest,0.02,52.0,13.0,7.9,34.0,"Edge Entertainment, Anima Project",T,0.0
15179,Tom Clancy's Rainbow Six: Vegas 2,PC,Shooter,Ubisoft,0.02,78.0,20.0,7.3,185.0,Ubisoft Montreal,M,8.0
15182,Tropico 4: Modern Times,PC,Strategy,Kalypso Media,0.02,78.0,11.0,8,58.0,Haemimont,T,4.0
15184,ScrapLand,XB,Action,Deep Silver,0.02,73.0,20.0,7.4,5.0,Mercury Steam,T,11.0
15190,Brothers in Arms: Hell's Highway,PC,Shooter,Ubisoft,0.02,79.0,22.0,7.9,130.0,Gearbox Software,M,8.0
15194,DiRT,PC,Racing,Codemasters,0.02,84.0,20.0,7.3,91.0,Codemasters,E,9.0
15196,IL-2 Sturmovik: Forgotten Battles,PC,Simulation,Ubisoft,0.02,86.0,12.0,8.6,38.0,"1C, 1C Company",T,13.0
15200,Psycho-Pass: Mandatory Happiness,PSV,Adventure,Nippon Ichi Software,0.02,64.0,11.0,7.3,10.0,5pb,T,0.0
15202,Ceville,PC,Action,Kalypso Media,0.02,73.0,17.0,8.2,21.0,Boxed Dream,E,7.0
15203,Brandish: The Dark Revenant,PSP,Role-Playing,Falcom Corporation,0.02,78.0,9.0,8.3,12.0,Falcom,T,7.0
15206,Summon Night: Swordcraft Story,GBA,Role-Playing,Banpresto,0.02,77.0,20.0,8.1,19.0,Flight-Plan,E10+,13.0
15208,Falcon 4.0: Allied Force,PC,Simulation,Graphsim Entertainment,0.02,90.0,7.0,8.6,37.0,Lead Pursuit,T,11.0
15210,Pro Fishing Challenge,XB,Sports,Atlus,0.02,62.0,11.0,9.1,9.0,Opus,E,12.0
15213,Phoenix Wright: Ace Attorney Trilogy,3DS,Adventure,Capcom,0.02,81.0,34.0,9,76.0,NATSUME ATARI Inc.,T,2.0
15223,Rule of Rose,PS2,Action,505 Games,0.02,59.0,44.0,8.6,51.0,"Punchline, Shirogumi",M,10.0
15224,RedCard 20-03,GC,Sports,Midway Games,0.02,71.0,11.0,7.4,5.0,Point of View,E,14.0
15230,Pac-Man World Rally,PS2,Racing,Namco Bandai Games,0.02,54.0,20.0,7.4,5.0,Smart Bomb Interactive,E,10.0
15232,GT Legends,PC,Racing,Atari,0.02,84.0,21.0,8.6,44.0,SimBin,E,11.0
15237,Street Fighter X Tekken,PC,Fighting,Capcom,0.02,79.0,8.0,6.4,134.0,"Capcom, QLOC",T,4.0
15238,Kung Fu Panda,PC,Action,Activision,0.02,71.0,11.0,7.8,12.0,Beenox,E10+,8.0
15241,Frontlines: Fuel of War,PC,Shooter,THQ,0.02,73.0,19.0,6.9,171.0,Kaos Studios,T,8.0
15246,Tom Clancy's EndWar,PC,Strategy,Ubisoft,0.02,68.0,24.0,6.7,42.0,Ubisoft Shanghai,T,7.0
15254,Zathura,XB,Adventure,Take-Two Interactive,0.02,48.0,15.0,5.5,4.0,High Voltage Software,E10+,11.0
15258,Plants vs. Zombies: Garden Warfare,PC,Shooter,Electronic Arts,0.02,78.0,11.0,7.8,186.0,PopCap,E10+,2.0
15261,Eureka Seven Vol. 2: The New Vision,PS2,Shooter,Namco Bandai Games,0.02,40.0,17.0,7,5.0,Namco Bandai Games America,T,10.0
15267,Test Drive Unlimited,PC,Racing,Atari,0.02,79.0,18.0,8.1,124.0,Eden Studios,T,9.0
15270,Grey's Anatomy: The Video Game,PC,Adventure,Ubisoft,0.02,36.0,4.0,3.9,20.0,Longtail Studios,T,7.0
15273,F1 Race Stars,PC,Racing,Codemasters,0.02,62.0,8.0,5.4,46.0,Codemasters,E,4.0
15278,Serious Sam: Next Encounter,GC,Shooter,Global Star,0.02,69.0,18.0,8.4,9.0,Climax Group,M,12.0
15282,Knight's Apprentice: Memorick's Adventures,XB,Action,Microids,0.02,53.0,11.0,4.5,8.0,Microids,T,12.0
15285,Freedom Wings,DS,Simulation,Natsume,0.02,46.0,7.0,7.7,6.0,Beluga Computer,E10+,10.0
15293,Left 4 Dead,PC,Shooter,Electronic Arts,0.02,89.0,58.0,9.2,3717.0,Valve Software,M,8.0
15303,Iron Phoenix,XB,Fighting,Sega,0.02,58.0,11.0,6.5,4.0,InterServ International,T,11.0
15304,Kuon,PS2,Adventure,Indie Games,0.02,57.0,20.0,7.7,9.0,From Software,M,12.0
15321,Fuel,PC,Racing,Codemasters,0.02,67.0,16.0,6.7,86.0,Asobo Studio,E,7.0
15324,Dungeon Defenders,PC,Role-Playing,Unknown,0.02,81.0,26.0,7.3,399.0,Trendy Entertainment,E10+,5.0
15327,Group S Challenge,XB,Racing,Capcom,0.02,57.0,17.0,6,5.0,Capcom,E,13.0
15345,Balls of Fury,Wii,Sports,Zoo Digital Publishing,0.02,19.0,6.0,2.8,25.0,Black Lantern Studios,E10+,9.0
15346,Indigo Prophecy,PC,Adventure,Atari,0.02,85.0,41.0,8.3,375.0,Quantic Dream,M,11.0
15347,Overlord,PC,Strategy,Codemasters,0.02,81.0,27.0,8.1,220.0,Triumph Studios,T,9.0
15349,The Lord of the Rings: The Battle for Middle-Earth II,PC,Strategy,Electronic Arts,0.02,84.0,36.0,7.5,366.0,EA LA,T,10.0
15355,FIFA Soccer 09,PC,Sports,Electronic Arts,0.02,77.0,15.0,6.8,36.0,EA Canada,E,8.0
15356,Quake 4,PC,Shooter,Activision,0.02,81.0,62.0,7.6,281.0,Raven Software,M,11.0
15357,XGRA: Extreme G Racing Association,GC,Racing,Acclaim Entertainment,0.02,69.0,13.0,7,5.0,Acclaim Studios Cheltenham,T,13.0
15359,Max Payne,PC,Shooter,Take-Two Interactive,0.02,89.0,32.0,9.1,1016.0,Remedy Entertainment,M,15.0
15361,Touhou Genso Rondo: Bullet Ballet,PS4,Shooter,Nippon Ichi Software,0.02,55.0,19.0,4.7,34.0,"Mediascape, CUBETYPE",E10+,0.0
15369,SBK: Snowboard Kids,DS,Sports,Rising Star Games,0.02,63.0,14.0,6.5,4.0,Racjin,E,11.0
15377,Homeworld,PC,Strategy,Vivendi Games,0.02,93.0,20.0,9,326.0,Relic,E,18.0
15379,Sniper Elite V2,WiiU,Shooter,505 Games,0.02,58.0,5.0,5.8,30.0,Rebellion,M,3.0
15386,Order of War,PC,Strategy,Square Enix,0.02,69.0,39.0,7.3,73.0,Wargaming.net,T,7.0
15387,The Fast and the Furious,PSP,Racing,Deep Silver,0.02,58.0,7.0,5.3,6.0,Eutechnyx,T,9.0
15393,Maximum Capacity: Hotel Giant,PC,Strategy,JoWood Productions,0.02,59.0,11.0,7.7,9.0,JoWooD Entertainment AG,T,14.0
15401,Legend: Hand of God,PC,Role-Playing,DTP Entertainment,0.02,57.0,9.0,5.8,19.0,Master Creating,M,9.0
15408,Sacred 3,PC,Role-Playing,Deep Silver,0.02,57.0,47.0,1.4,544.0,Deep Silver,M,2.0
15409,Pro Evolution Soccer 2017,PC,Sports,Konami Digital Entertainment,0.02,69.0,9.0,3.7,137.0,Konami,E,0.0
15413,SAW,PC,Action,Konami Digital Entertainment,0.02,55.0,6.0,6,31.0,Zombie Studios,M,7.0
15418,The Awakened Fate Ultimatum,PS3,Role-Playing,Nippon Ichi Software,0.02,65.0,20.0,7.3,23.0,Nippon Ichi Software,T,2.0
15419,Spider-Man 3,PC,Platform,Activision,0.02,62.0,16.0,7.1,29.0,Beenox,T,9.0
15420,Xblaze: Lost Memories,PS3,Adventure,Arc System Works,0.02,63.0,4.0,6.2,5.0,Arc System Works,M,1.0
15441,Spider-Man: Web of Shadows,PC,Action,Activision,0.02,52.0,11.0,7.8,57.0,"Treyarch, Shaba Games",T,8.0
15444,Headhunter: Redemption,XB,Action,Sega,0.02,59.0,26.0,6.8,4.0,Amuze,M,12.0
15453,Chicago Enforcer,XB,Shooter,Kemco,0.02,33.0,9.0,2.8,4.0,Touchdown Entertainment,M,11.0
15455,The Lord of the Rings Online: Mines of Moria,PC,Role-Playing,Codemasters Online,0.02,85.0,24.0,8.2,99.0,Turbine Inc.,T,8.0
15458,Carmageddon: Max Damage,XOne,Action,Stainless Games,0.02,52.0,15.0,7.1,12.0,Stainless Games,M,0.0
15459,Stormrise,PC,Strategy,Sega,0.02,42.0,15.0,4.9,22.0,Creative Assembly,M,7.0
15473,Painkiller,PC,Shooter,DreamCatcher Interactive,0.02,81.0,62.0,8.1,284.0,People Can Fly,M,12.0
15474,Ruff Trigger: The Vanocore Conspiracy,PS2,Platform,Natsume,0.02,57.0,8.0,7,7.0,Playstos Entertainment,E10+,10.0
15485,RollerCoaster Tycoon World,PC,Simulation,Atari,0.02,43.0,7.0,2.4,31.0,Nvizzio Creations,E,0.0
15487,XGRA: Extreme G Racing Association,XB,Racing,Acclaim Entertainment,0.02,66.0,15.0,6.8,5.0,Acclaim Studios Cheltenham,T,13.0
15489,Darksiders: Warmastered Edition,PS4,Action,Nordic Games,0.02,79.0,9.0,8.5,15.0,Nordic Games Publishing,M,0.0
15498,Lara Croft and the Temple of Osiris,PC,Action,Square Enix,0.02,73.0,17.0,5.4,52.0,Nixxes Software,T,2.0
15501,Motocross Mania 3,XB,Racing,Take-Two Interactive,0.02,38.0,9.0,3.6,7.0,Deibus Studios,T,11.0
15507,Fist of the North Star: Ken's Rage 2,WiiU,Fighting,Tecmo Koei,0.02,40.0,4.0,5.8,18.0,Koei,M,3.0
15508,Blazing Angels: Squadrons of WWII,PC,Simulation,Ubisoft,0.02,65.0,16.0,4.6,17.0,Ubisoft Romania,T,10.0
15509,Hellgate: London,PC,Role-Playing,Electronic Arts,0.02,70.0,40.0,6.3,374.0,Flagship Studios,M,9.0
15514,Dynasty Warriors 8: Empires,PSV,Action,Tecmo Koei,0.02,70.0,15.0,7.4,9.0,Omega Force,T,1.0
